Row_num,Country,Year,Disease Name,Country_pop,Incidence Rate mn (%),Prevalence rate (%),Mortality Rate per 100 people (%),Population affected,Pop_affected(Male),Pop_affected(Female),Ages 0-18 (%),Ages 19-35 (%),Ages 36-60 (%),Ages 61+ (%),Pop_affected_U (%),Pop_affected_R (%),Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment type,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Average Annual Treatment Cost (USD),Availability of Vaccines/Treatment,Composite Health Index (CHI),Per Capita Income (USD),Education Index,Urbanization Rate (%)
8437,China,2020.00,Hepatitis,1411100000,0.86,'4.39,0.1,12135460,7572527,4562933,'4,'15,'35,'46,58,42,68.13,1.81,3.87,Medication,56.27,26.44,-42.9,'64,High,56.6,'10299.19,0.69,58
8438,Russia,2004.00,Cancer,144067316,0.28,'4.28,0.02,403388,205324,198064,'7,'10,'35,'48,73,27,56.03,2.39,3.61,Surgery,80.22,16.56,,'5631,Medium,46,'4110.24,0.8,73.3
8439,South Africa,2009.00,Zika,51728516,0,'0,0,1823,939,884,'28,'30,'10,'32,61,39,67.06,2.19,4.71,Vaccination,93.97,0,79.33,'37,None,36.8,'6374.71,0.69,61.4
8440,Japan,2006.00, Ebola ,127854000,0,'0,0,4531,2279,2252,'6,'23,'40,'30,91,9,95.06,3.85,3.85,Therapy,69.02,0,-25.75,'20091,None,41.8,'35951.26,0.83,91.2
8441,G%rmany,2005.00,Asthma,82469422,0.95,'12.15,0.02,783460,354907,428553,'22,'24,'30,'25,76,24,88.05,3.99,3.39,Medication,59.63,54.33,0.68,'1003,High,75.4,'35265.19,0.92,75.7
8442,China,2004.00,Dengue,1296075000,0,'0,0,59578,30564,29014,'32,'35,'25,'8,40,60,50.03,1.12,4.77,Medication,50.34,0,,'134,Low,37.4,'1501.69,0.52,40.4
8443,Japan,2020.00,Measles,126261000,0.25,'0.27,0,315653,157827,157827,'42,'17,'16,'25,92,8,72.2,3.77,10.77,Vaccination,52.32,2.54,-46.91,'1230,High,70.6,'40026.96,0.85,91.8
8444,South Africa,2015.00,Measles,56723537,1.36,'1.44,0.01,771440,405777,365663,'52,'20,'8,'20,64,36,57.1,1.07,4.49,Vaccination,54.89,14.49,3.74,'52,High,52.2,'6108.33,0.75,63.7
8445,Japan,2000.00,Hepatitis,126843000,0.06,'0.38,0.01,76106,44294,31812,'3,'14,'39,'44,91,9,82,2.72,11.59,Medication,60.14,1.94,,'1010,High,71.8,'39112.38,0.82,91
8446,Can@da,2011.00,COVID-19,34339221,4.68,'6.61,0.03,1607076,842108,764968,'11,'25,'34,'30,79,21,72.11,4.01,4.32,Medication,77.62,45.19,-16.73,'3694,None,39,'51897.07,0.88,78.9
8447,India,2000.00,Polio,1057922733,0.01,'0.01,0,105792,54377,51415,'46,'22,'10,'22,27,73,34,0.27,1.45,Medication,96.63,0.18,,'5,High,47.3,'450.08,0.37,27
8448,It@l¥,2009.00,Cholera,59555454,0.01,'0,0,4104,2150,1954,'20,'28,'31,'21,68,32,80.09,4.02,5.09,Medication,59.14,0,12.86,'1091,Medium,60.8,'36883.75,0.78,68.4
8449,Australia,2004.00,Measles,19932722,1.14,'1.58,0,227233,113617,113617,'48,'20,'11,'21,84,16,87.04,3.84,7.47,Medication,56,15.42,,'648,medium,64.8,'33950.56,0.88,84.4
8450,South Africa,2022.00,COVID-19,62378410,9.77,'12.14,0.04,6094371,3467697,2626674,'16,'24,'30,'30,66,34,63.15,1.91,4.79,Vaccination,60.39,98.81,-15.37,'223,Medium,39.2,'6496.97,0.78,66.4
8451,?r?zil,2023.00,Rabies,211140729,0,'0,0,4030,2785,1245,'16,'24,'35,'25,87,13,75.15,1.91,2.87,Medication,76.55,0.02,-14.79,'78,Medium,53.9,'10377.59,,86.8
8452,Russia,2019.00,Diabetes,145453291,0.87,'11.67,0.05,1265444,668154,597290,'4,'15,'40,'41,75,25,52.13,2.07,1.76,Medication,85.57,46.3,17.27,'1504,Medium,53.6,'11554.49,0.85,74.5
8453,South Africa,2002.00,Zika,48019415,0,'0,0,1074,539,535,'29,'31,'10,'30,59,41,53.01,2.48,3.55,Medication,66.91,0,,'32,None,29.4,'2688.24,0.65,58.8
8454,Indonesia,2018.00,Dengue,269951846,3.94,'4.02,0.01,10636103,5732860,4903243,'31,'35,'25,'9,54,46,22.09,0.59,0.53,Medication,67.23,46.72,-26.78,'116,Low,25.8,'3860.95,0.66,53.7
8455,Argentina,2018.00,Cholera,44654882,0,'0,0,486,262,224,'26,'30,'25,'19,91,9,66.12,2.33,4.73,Medication,63.94,0,-30.36,'172,Medium,52.8,'11752.8,0.87,91.3
8456,Russia,2020.00,Influen&za,145245148,2.4,'3.56,0.02,3485884,1823117,1662767,'24,'25,'30,'21,75,25,51.13,1.72,2.97,Medication,95.74,28.23,-2.85,'61,Medium,50.5,'10200.61,0.85,74.6
8457,France,2004.00,Polio,62707588,0,'0,0,1027,511,516,'38,'20,'13,'29,78,22,87.04,2.66,8.33,Medication,84.82,0,,'136,High,75.2,'33405.58,0.75,77.6
8458,United Kingdom,2015.00,Tub?rculosis,65088000,0.21,'1.38,0.03,136685,83378,53307,'15,'25,'30,'30,82,18,,,,Medication,80.36,8.18,51.88,'2505,Medium,25.3,'44781.53,0.91,82
8459,United Kingdom,2007.00,Polio,61322463,0,'0,0,1260,634,626,'37,'20,'10,'33,81,19,,,,Medication,72.87,0,-4.93,'261,High,31.1,'50225.77,0.86,80.9
8460,Nigeria,2020.00,Diabetes,213996181,0.73,'13.8,0.03,1562172,870130,692042,'9,'16,'42,'33,51,49,28.1,0.54,0.77,Medication,71.25,58.95,-27.7,'257,Medium,37.5,'2008.9,0.53,51
8461,G%rmany,2014.00,Hypertension,80982500,0.76,'11.13,0.03,615467,327428,288039,'1,'6,'42,'52,77,23,70.14,2.66,11.77,Medication,96.34,38.88,51.62,'2331,High,83.3,'48734.23,0.94,76.8
8462,South Korea,2011.00,Leprosy,49936638,0,'0,,1262,782,480,'11,'20,'40,'29,80,20,77.11,4.83,7.45,Medication,55.94,0,-39.98,'9282,Medium,64.8,'26606.27,0.86,79.9
8463,India,2021.00,Parkinson's Disease,1414203896,,,,,,,,,,,,,21.11,0.24,0.92,Medication,81.41,0,-6.22,'3324,Low,24.6,'2257.37,0.55,35
8464,France,2022.00,Asthma,68065015,0.17,'2.09,0.02,115711,52417,63294,'19,'25,'30,'26,80,20,93.22,4.41,5.68,Medication,95.85,10.55,34.32,'1719,High,88.9,'40829.87,0.83,80.3
8465,Saudi Arabia,2017.00,Leprosy,30977355,0.01,'0,,1631,993,638,'5,'20,'40,'35,83,17,65.11,2.11,5.09,Medication,64.63,0,-31.98,'12864,Medium,52.6,'23227.38,0.75,83.3
8466,South Korea,2001.00,Alzheimer's Disease,47370164,,,,,,,,,,,,,95.01,3.26,10.68,Medication,66.48,0,,'18673,Medium,62.9,'12066.6,0.79,78.2
8467,South Africa,2006.00,Influen&za,49998277,4.24,'5.75,0.04,2119927,1102362,1017565,'28,'26,'30,'16,60,40,56.04,2.02,2.78,Vaccination,82.38,45.76,-11.37,'6,High,57.2,'6077.38,0.67,60.3
8468,Argentina,2005.00,Influen&za,39216789,4.35,'5.79,0.02,1705930,852965,852965,'28,'26,'30,'16,90,10,68.03,1.05,1.46,Medication,89.33,44.58,50.82,'13,High,57.3,'5115.72,0.78,89.7
8469,United Kingdom,2024.00,Hepatitis,69226000,0.18,'0.97,0.02,124607,76010,48597,'1,'15,'35,'49,83,17,,,,Medication,75.52,5.17,2.58,'2880,Medium,24.4,,,83
8470,Indonesia,2003.00,Tub?rculosis,225048008,0.05,'0.33,0,112524,69765,42759,'24,'26,'30,'21,44,56,27.02,0.11,0.96,Medication,63.03,1.81,,'31,Medium,31,'1110.73,0.54,44
8471,China,2008.00,Zika,1324655000,0,'0,0,31674,15394,16280,'26,'30,'10,'34,45,55,62.05,2.17,3.73,Medication,79.22,0,-11.99,'35,None,32.6,'3444.5,0.57,44.8
8472,South Korea,2020.00, Ebola ,51836239,0,'0,0,1952,1013,939,'9,'25,'35,'31,81,19,73.2,3.7,10.38,Therapy,67.57,0,-31.44,'32804,Medium,51.5,'33631.34,0.88,81.4
8473,South Africa,2014.00,Asthma,55594838,0.19,'2.09,0,105630,51125,54505,'27,'25,'25,'23,63,37,51.09,1.78,2.03,Medication,67.8,8.86,6.7,'50,Medium,49.3,'6851.52,0.74,63.3
8474,Argentina,2012.00,Rabies,42161721,0.01,'0,0,2401,1592,809,'17,'25,'35,'23,91,9,70.08,2.49,3.02,Medication,75.17,0.07,14.85,'42,Medium,54.1,'13790.49,0.84,90.6
8475,Russia,2003.00,Malaria,144648618,0,'0,0,3768,1978,1790,'37,'30,'25,'8,73,27,72.02,2.01,2.55,Medication,53.12,0,,'101,High,55.9,'2980.64,0.8,73.2
8476,South Korea,2016.00,Rabies,51217803,0.01,'0,0,2681,1794,887,'15,'25,'35,'25,81,19,87.16,3.67,9.45,Medication,58.89,0.05,-12.56,'1995,Medium,67.6,'30783.96,0.87,80.7
8477,China,2019.00,Parkinson's Disease,1407745000,,,,,,,,,,,,,59.13,1.5,4.44,Medication,64.13,0,-12.11,'7129,Low,38.2,'10031.45,0.68,56.9
8478,Russia,2002.00,Leprosy,145306497,0,'0,,4220,2562,1658,'13,'20,'40,'27,73,27,64.01,1.65,5,Medication,70.35,0,,'3093,Medium,52,'2384.2,0.79,73.2
8479,Mex!co,2021.00,Malaria,127648148,0,'0,0,3357,1836,1521,'36,'29,'25,'10,79,21,69.14,1.43,4.48,Medication,59.23,0,-31.77,'116,Medium,50,'10314.05,0.71,79.3
8480,It@l¥,2003.00,Zika,57399184,0,'0,0,2205,1080,1125,'22,'29,'15,'35,67,33,79.03,3.28,7.45,Medication,60.1,0,,'313,None,39.7,'27414.93,0.74,67.5
8481,T?u?r?k?e?y?,2016.00,Malaria,79277962,0,'0,0,3862,2101,1761,'37,'30,'25,'9,73,27,54.11,2.09,3.38,Medication,57.97,0,-13.93,'353,Medium,46.1,'10651.08,0.77,73
8482,United Kingdom,2022.00,Influen&za,67604000,7.63,'7.82,0.01,5158185,2687414,2470771,'19,'25,'30,'27,83,17,,,,Medication,68.45,63.8,-4.08,'562,Medium,23.1,'45674.3,0.94,82.9
8483,Argentina,2007.00,Asthma,40016763,0.81,'9.56,0.07,324136,144889,179247,'28,'25,'25,'22,90,10,69.05,1.83,4.51,Medication,75.68,34.95,-1.27,'35,High,68.1,'7240.84,0.79,89.9
8484,It@l¥,2020.00,Asthma,59438851,0.67,'7.15,0.01,398240,183589,214651,'17,'22,'33,'28,70,30,81.2,4.6,5.63,Medication,53.35,25.57,-45.87,'1480,High,77.3,'31837.64,0.82,70
8485,Mex!co,2003.00,Hypertension,102978515,1.21,'16.89,0.03,1246040,641711,604329,'6,'9,'35,'51,74,26,59.02,2.23,1.75,Medication,91.92,70.48,,'124,Medium,57.4,'7434.07,0.59,73.9
8486,South Korea,2011.00,Alzheimer's Disease,49936638,,,,,,,,,,,,,92.11,2.92,4.49,Therapy,59.93,0,-35.7,'24697,Low,48.9,'26606.27,0.86,79.9
8487,South Africa,2019.00,Measles,59587885,0.77,'1.08,0,458827,244555,214272,'51,'19,'8,'21,65,35,64.13,1.49,4.64,Vaccination,56.05,7.55,-23.19,'64,High,55.7,'6533.71,0.77,65.2
8488,South Africa,2023.00,Malaria,63212384,9.6,'11.07,0.02,6068389,3386161,2682228,'36,'29,'25,'10,67,33,62.15,2.14,1.78,Medication,72.34,98.76,-19.48,'320,Medium,48.8,'5976.39,,66.7
8489,Nigeria,2024.00,HIV/A!DS,232679478,0.89,'7.82,0.08,2070847,1221800,849047,'14,'31,'37,'18,54,46,42.12,0.43,1.49,Medication,97.47,31.3,32.4,'28,Medium,38.1,,,54
8490,T?u?r?k?e?y?,2018.00,COVID-19,81407204,4.64,'5.12,0.02,3777294,2058625,1718669,'16,'25,'30,'29,74,26,57.12,2.33,1.75,Medication,64.28,47.46,-29.99,'2254,None,27.7,'9227.78,0.78,74
8491,G%rmany,2002.00,Dengue,82488495,0.01,'0,0,6282,3078,3204,'27,'34,'29,'9,75,25,70.02,3.3,11.34,Medication,70.43,0,,'1231,Medium,64.8,'25617.08,0.89,75.3
8492,Japan,2012.00,COVID-19,127629000,4.52,'6.36,0.02,5768831,3063249,2705582,'9,'23,'36,'31,91,9,90.12,3.4,6.97,Medication,75.43,58.8,15.25,'4325,None,43.9,'49030.31,0.85,91.5
8493,Russia,2023.00,Alzheimer's Disease,143826130,,,,,,,,,,,,,73.15,2.31,3.81,Therapy,72.9,0,-18.86,'13501,Low,44.1,'13809.21,,74.8
8494,United Kingdom,2009.00,Diabetes,62276270,0.81,'9.86,0.03,504438,257263,247175,'2,'15,'40,'43,81,19,,,,Medication,57.42,48.87,9.58,'1920,Medium,23.5,'38600.44,0.89,81.2
8495,It@l¥,2006.00,Diabetes,58399861,0.32,'5.06,0.03,186880,96804,90076,'1,'13,'45,'40,68,32,82.06,4.34,10.4,Medication,58.7,18.15,-36.85,'2027,High,84.4,'33334.74,0.77,67.9
8496,Japan,2022.00,Cholera,125124989,0,'0,0,2414,1291,1123,'16,'27,'33,'23,92,8,78.22,3.1,6.56,Medication,77.69,0,8.87,'2769,Medium,63.1,'34051.95,0.85,91.9
8497,G%rmany,2008.00,HIV/A!DS,82110097,0.05,'0.36,0,41055,22662,18393,'6,'28,'41,'26,76,24,84.08,4,2.89,Medication,77.32,1.6,-14.1,'1834,High,61.6,'46957.83,0.92,76
8498,Japan,2015.00,Measles,127141000,1.15,'1.16,0.01,1462122,745682,716440,'44,'18,'15,'24,92,8,86.15,4.44,7.69,Vaccination,66.95,11.05,26.54,'1039,High,75.7,'34923.59,0.85,91.6
8499,Can@da,2016.00,Asthma,36110803,0.37,'4.55,0,133610,61728,71882,'20,'25,'29,'26,80,20,71.16,3.26,2.8,Medication,77.82,17.86,15.55,'1544,High,70.9,'42031.79,0.9,79.7
8500,?r?zil,2013.00,Polio,198478299,0.01,'0,0,13791,7447,6344,'42,'20,'10,'28,84,16,60.09,1.24,2.96,Vaccination,87.84,0,18.72,'8,High,57.4,'12458.89,0.67,84.3
8501,China,2019.00,Cholera,1407745000,0.01,'0,0,101462,55500,45962,'24,'30,'25,'21,57,43,75.13,2.45,1.8,Medication,94.2,0,29.09,'189,Medium,57.1,'10031.45,0.68,56.9
8502,South Korea,2023.00,Influen&za,51712619,9.01,'11.65,0.05,4659307,2478751,2180556,'23,'25,'30,'22,82,18,74.23,3.25,5.23,Medication,74.72,96.74,-16.83,'622,High,67.3,'35538.22,,81.9
8503,Mex!co,2016.00,Diabetes,122251351,0.52,'9.07,0.04,635707,328025,307682,'7,'15,'40,'39,78,22,57.11,1.31,4.75,Medication,73.87,41.23,9.68,'214,Medium,55,'9097.92,0.69,77.8
8504,T?u?r?k?e?y?,2021.00,Alzheimer's Disease,84147318,,,,,,,,,,,,,72.14,2.41,3.31,Therapy,63.85,0,-26.45,'11266,Low,42.1,'9457.85,0.79,75.5
8505,Mex!co,2002.00,Rabies,101548624,0,'0,0,2431,1566,865,'19,'26,'35,'20,74,26,73.01,2.11,1.48,Medication,51.93,0.05,,'30,Medium,47.6,'7983.03,0.58,73.6
8506,Nigeria,2005.00, Ebola ,145017253,0.47,'0.61,0.31,681581,353059,328522,'16,'27,'36,'22,40,60,41.03,0.8,0.46,Medication,90.66,11.76,53.06,'329,none,23.5,'1214.57,0.42,39.8
8507,Australia,2021.00,Tub?rculosis,25685412,0.27,'1.76,0.03,69351,42651,26700,'14,'25,'35,'26,86,14,77.21,3.65,6.07,Medication,71.04,9.07,-18.17,'2734,High,69.7,'67440.58,0.92,86
8508,Russia,2007.00,Dengue,142805114,0.01,'0,0,9110,4573,4537,'32,'35,'25,'8,74,26,70.05,1.54,4.08,Medication,92.8,0,21.07,'65,Medium,56.1,'9122.96,0.81,73.6
8509,Can@da,2013.00,Leprosy,35080992,0.01,'0,,2206,1321,885,'6,'20,'44,'30,79,21,85.13,3.19,5.37,Medication,79.49,0,7.43,'10759,Medium,64,'52321.22,0.89,79.2
8510,Saudi Arabia,2003.00,Influen&za,18786767,14.83,'18.96,0.08,2786078,1393039,1393039,'23,'25,'30,'22,80,20,52.02,2.14,2.47,Medication,75.36,153.92,,'64,medium,47.5,'11487.22,0.6,79.8
8511,Mex!co,2000.00,Measles,98625552,4.11,'5.84,0.01,4053510,2018648,2034862,'54,'21,'8,'17,73,27,51,1.87,2.76,Medication,84.8,50.81,,'31,Medium,48.6,'7524.03,0.55,73
8512,?r?zil,2007.00,Hepatitis,188552320,0.11,'1,0.01,207408,129837,77571,'8,'15,'35,'42,83,17,56.05,1.7,1.75,Medication,73.15,4.5,-4.57,'1070,Medium,46.1,'7409.69,0.6,82.8
8513,United Kingdom,2017.00,Alzheimer's Disease,65966000,,,,,,,,,,,,,,,,Medication,83.47,0,-12.15,'32722,Low,18.2,'40392.72,0.92,82.2
8514,India,2021.00,Cancer,1414203896,0.74,'11.41,0.06,10465109,5672089,4793020,'9,'11,'35,'45,35,65,39.11,0.72,0.68,Medication,86.72,47.61,-0.1,'2632,Medium,35.4,'2257.37,0.55,35
8515,South Korea,2007.00,Asthma,48683638,0.49,'6.44,0.03,238550,109494,129056,'27,'25,'25,'23,79,21,92.07,3.47,5.97,Medication,61.16,23.5,-20.21,'997,High,79.2,'25338.4,0.83,79.2
8516,?r?zil,2015.00,Malaria,201675532,0.01,'0,0,13072,7294,5778,'37,'30,'25,'8,85,15,54.1,2.12,1.46,Medication,69.43,0,31.22,'79,Medium,45.6,'8936.2,0.67,84.8
8517,Saudi Arabia,2011.00,Alzheimer's Disease,25091867,,,,,,,,,,,,,51.07,1.59,3.2,Medication,97.81,0,4.94,'16648,Low,40.4,'25919.09,0.68,81.8
8518,?r?zil,2013.00,Rabies,198478299,0.01,'0.01,0.01,19848,13655,6193,'17,'25,'35,'23,84,16,53.09,1.65,3.95,Medication,63.88,0.25,-13.66,'45,Medium,46.4,'12458.89,0.67,84.3
8519,Australia,2020.00,Diabetes,25649248,0.63,'10.25,0.05,161590,86612,74978,'1,'15,'45,'39,86,14,92.2,4.17,11.96,Medication,94.94,39.06,-3.66,'3071,High,90,'55758.83,0.92,86
8520,Indonesia,2015.00,Cholera,261799249,4.65,'5.08,1.08,12173665,6841600,5332065,'27,'30,'25,'18,52,48,24.08,0.56,1.27,Medication,74.64,81.65,41.07,'48,Low,28.6,'3288.22,0.64,51.8
8521,United Kingdom,2004.00,Leprosy,59987905,0.01,'0,,3793,2283,1510,'8,'20,'40,'32,81,19,,,,Medication,67.45,0,,'7893,Low,17.5,'40246.22,0.85,80.5
8522,Japan,2015.00,Dengue,127141000,0,'0,0,4026,2069,1957,'24,'33,'32,'12,92,8,87.15,4.29,7.38,Medication,70.61,0,33.45,'1296,Medium,68.6,'34923.59,0.85,91.6
8523,France,2000.00,HIV/A!DS,60918661,0.17,'1.49,0.02,103562,54888,48674,'9,'30,'37,'24,77,23,85,2.7,4.31,Medication,57.28,7.33,,'1805,Low,46,'22163.68,0.73,77
8524,Indonesia,2024.00,Polio,283487931,0.01,'0,0,21987,11763,10224,'40,'19,'10,'31,57,43,38.12,0.78,1.29,Medication,52.46,0,-28.74,'32,Medium,34.4,,,57
8525,Mex!co,2002.00,Cancer,101548624,0.61,'8.4,0.07,619447,306007,313440,'9,'11,'35,'45,74,26,70.01,1.63,2.83,Medication,93.6,41.67,,'5275,Medium,48.7,'7983.03,0.58,73.6
8526,It@l¥,2013.00,Leprosy,60311613,0.01,'0,,3058,1853,1205,'4,'18,'47,'32,69,31,95.13,3.94,2.81,Medication,89.97,0,21.6,'9111,Medium,67.1,'35500.22,0.78,69
8527,It@l¥,2010.00,Cholera,59819407,0,'0,0,1655,867,788,'20,'28,'31,'21,69,32,72.1,3.53,7.27,Medication,97.22,0,17.39,'1162,Medium,67.1,'35651.36,0.78,68.5
8528,It@l¥,2000.00,Hypertension,56942108,1.27,'13.6,0.08,723165,372430,350735,'1,'7,'39,'53,67,33,80,4.19,6.62,Medication,68,57.63,,'1829,High,80.1,'20073.64,0.71,67
8529,G%rmany,2021.00,Influen&za,83196078,7.3,'9.01,0.07,6073314,3079170,2994144,'17,'22,'38,'23,78,22,81.21,4.96,2.74,Medication,80.82,80.6,-6.9,'2215,High,71.6,'51952.8,0.96,77.7
8530,Australia,2004.00, Ebola ,19932722,0,'0,0,248,124,124,'8,'25,'38,'29,84,16,84.04,3.91,5.26,Therapy,94.74,0,,'15713,None,44.6,'33950.56,0.88,84.4
8531,It@l¥,2008.00,Hypertension,59211181,1.36,'15.64,0.14,805272,423573,381699,'1,'6,'41,'52,68,32,89.08,3.02,5.34,Medication,91.05,68.43,1.16,'2123,High,82,'40588.32,0.78,68.2
8532,Nigeria,2012.00,Cancer,176200625,0.32,'5.06,0.02,563842,299400,264442,'10,'11,'37,'42,45,55,21.06,0.84,0.99,Medication,73.87,22.81,12.86,'2098,Medium,29.7,'2647.97,0.44,45
8533,China,2014.00,Alzheimer's Disease,1371860000,,,,,,,,,,,,,70.09,1.24,2.29,Medication,77.06,0,21.28,'4551,Low,39.7,'7547.54,0.62,51.4
8534,China,2014.00,Hypertension,1371860000,0.74,'9.81,0.05,10151764,5431194,4720570,'2,'8,'35,'55,51,49,53.09,1.06,3.73,Medication,98.3,45.08,54.71,'283,Medium,56.4,'7547.54,0.62,51.4
8535,Saudi Arabia,2012.00,Asthma,26168861,0.98,'11.95,0.05,256455,118995,137460,'21,'25,'25,'29,82,18,61.08,1.14,1.27,Medication,59.74,43.43,-8.72,'847,High,55.6,'27412.53,0.69,82
8536,Can@da,2017.00,Diabetes,36545075,0.7,'9.94,0.02,255816,133024,122792,'1,'15,'45,'39,80,20,91.17,5.06,8.25,Medication,53.19,43.44,-44.02,'2678,High,85.4,'44806.66,0.9,79.9
8537,United Kingdom,2011.00,Measles,63258810,0.84,'0.99,0.01,531374,268344,263030,'46,'20,'8,'26,81,19,,,,Medication,59.85,8.76,-35.79,'808,High,28.8,'41943.57,0.88,81.4
8538,Mex!co,2024.00,COVID-19,130861007,0.82,'1.11,0.01,1073060,599841,473219,'15,'24,'30,'31,80,20,63.16,1.76,1.24,Medication,73.77,8.18,0.2,'1359,Medium,37,,,80
8539,Argentina,2014.00,Diabetes,43024071,0.56,'6.32,0.06,240935,127696,113239,'7,'15,'40,'38,91,9,51.09,2.4,3.77,Medication,58.42,25.79,-8.06,'198,Medium,51.9,'13179.83,0.85,90.8
8540,Nigeria,2006.00,HIV/A!DS,149077334,0.85,'8.32,0.09,1267157,738753,528404,'15,'32,'36,'17,41,60,38.03,0.14,0.85,Therapy,58.8,34.83,-36.74,'11,Medium,29.5,'1583.77,0.42,40.5
8541,France,2001.00,Parkinson's Disease,61364377,,,,,,,,,,,,,92.01,4.52,3.67,Therapy,51.25,0,,'9466,Medium,55.1,'22158.76,0.74,77.2
8542,Indonesia,2021.00,Alzheimer's Disease,276758053,,,,,,,,,,,,,35.11,0.85,1.47,Medication,85.82,0,-1.14,'3336,Low,30.8,'4287.17,0.67,55.7
8543,Argentina,2023.00, Ebola ,45538401,0,'0,0,964,495,469,'11,'24,'35,'30,92,8,52.15,1.24,3.93,Therapy,54.39,0,-39.46,'7683,Low,29.5,'14187.48,,92
8544,USA,2022.00,Measles,334017321,0.93,'1.16,0,3106361,1562500,1543861,'44,'20,'13,'23,83,17,86.22,2.68,10.94,Vaccination,61.32,9.78,-14.07,'2170,High,73.1,'76147.31,0.91,82.7
8545,India,2022.00,Cholera,1425423212,2.7,'2.89,0.24,38486427,21321481,17164946,'29,'31,'25,'15,35,65,46.11,0.33,1.49,Medication,69.94,34.6,-1.99,'69,Low,33.3,'2405.26,0.57,35.4
8546,T?u?r?k?e?y?,2021.00,Zika,84147318,0.01,'0,0,5436,2685,2751,'26,'29,'10,'35,76,25,70.14,1.78,1.67,Medication,71.84,0,-17.24,'197,Medium,38.7,'9457.85,0.79,75.5
8547,It@l¥,2000.00,Measles,56942108,3.04,'3.89,0,1731040,855134,875906,'48,'19,'12,'21,67,33,88,4.15,3.26,Medication,52.46,30.19,,'302,Medium,59.6,'20073.64,0.71,67
8548,Nigeria,2007.00, Ebola ,153267261,0.03,'0.04,0.02,45980,24002,21978,'15,'27,'36,'22,41,59,30.04,0.75,1.04,Therapy,88.15,1,15,'334,none,21.3,'1798.33,0.43,41.3
8549,France,2007.00,Hypertension,64016890,0.75,'14.25,0.12,480127,246305,233822,'1,'8,'38,'53,78,22,81.07,4.89,10.88,Medication,81.64,69.91,6.51,'1933,High,90.3,'41194.53,0.78,78.1
8550,G%rmany,2002.00,COVID-19,82488495,2.15,'2.31,0.02,1773503,920448,853055,'12,'24,'34,'29,75,25,75.02,3.84,3.97,Medication,91.59,22.73,,'3125,None,40.8,'25617.08,0.89,75.3
8551,United Kingdom,2005.00,Influen&za,60401206,8.46,'12.19,0.05,5109942,2519201,2590741,'23,'25,'30,'22,81,19,,,,Medication,89.63,85.45,51.33,'275,Medium,26.9,'41969.49,0.86,80.7
8552,USA,2002.00,Parkinson's Disease,287625193,,,,,,,,,,,,,80.02,2.9,7.97,Therapy,62.39,0,,'20169,Low,50.5,'38069.33,0.87,79.3
8553,South Korea,2004.00,Tub?rculosis,48082519,0.25,'1.45,0.02,120206,72604,47602,'22,'25,'30,'23,79,21,71.04,3.12,9.24,Medication,87.86,6.61,,'1348,High,73.9,'17245.99,0.82,78.7
8554,Australia,2008.00,Polio,21249199,0.01,'0,0,1546,787,759,'37,'20,'13,'30,85,15,79.08,3.63,7.77,Medication,58.14,0,-35.41,'293,High,70.1,'49511.86,0.9,84.8
8555,France,2002.00,Alzheimer's Disease,61812142,,,,,,,,,,,,,88.02,3.37,5.39,Therapy,92.19,0,,'15300,Medium,60,'23962.59,0.74,77.3
8556,Nigeria,2006.00,Diabetes,149077334,0.9,'11.62,0.08,1341696,723174,618522,'10,'17,'41,'32,41,60,44.03,0.2,1.14,Medication,85.07,57.68,-8.48,'129,Medium,44.5,'1583.77,0.42,40.5
8557,Indonesia,2004.00,Malaria,227926649,12.56,'13.56,0.1,28627587,15687918,12939669,'38,'31,'25,'6,45,55,27.02,0.17,1.32,Medication,96.86,156.96,,'128,Low,32.4,'1199.78,0.55,44.6
8558,?r?zil,2016.00,Alzheimer's Disease,203218114,,,,,,,,,,,,,56.11,2.11,5.02,Therapy,78.93,0,17.19,'2593,Low,42,'8836.29,0.68,85
8559,USA,2013.00,Cholera,316726282,0,'0,0,3684,1949,1735,'21,'30,'29,'20,81,19,84.13,2.85,5.41,Medication,52.86,0,-28.56,'4666,Medium,58,'52733.88,0.9,81.2
8560,United Kingdom,2018.00,Hepatitis,66289000,0.28,'2.42,0.02,185609,114150,71459,'1,'15,'35,'49,82,18,,,,Medication,60.61,11.16,-33.99,'1929,Medium,21.7,'43017.61,0.92,82.3
8561,Mex!co,2017.00,Rabies,123400057,0.01,'0.01,0,12340,8330,4011,'16,'25,'35,'24,78,22,65.11,1.65,4.27,Medication,84.43,0.11,-11.14,'52,Medium,53.8,'9649.28,0.7,78.1
8562,Australia,2018.00,Malaria,24963258,0.01,'0,0,1488,814,674,'30,'30,'30,'11,86,14,86.18,3.33,8.71,Medication,73.9,0,-19.52,'1562,High,75.3,'57920.55,0.92,85.8
8563,USA,2006.00,Cholera,298379912,0.01,'0,0,23464,11873,11591,'23,'30,'28,'20,80,20,74.06,2.77,10.11,Medication,95.87,0,3.14,'3471,Medium,69,'46247.69,0.88,80
8564,Australia,2004.00,Zika,19932722,0,'0,0,743,353,390,'23,'30,'13,'34,84,16,82.04,3.95,6.62,Medication,95.31,0,,'662,None,45.8,'33950.56,0.88,84.4
